data;id_venda;filial;vendedor;produto;cliente_nome;cliente_genero;forma_pagamento
2025-01-18 19:22:49.148503;748;São Paulo;Claudio Bueno;Tenis Adidas;Mary Dacosta;feminino;credito
2025-01-18 19:23:45.069297;749;São Paulo;Claudio Bueno;Tenis NB;John Whitmore;masculino;credito
2025-01-18 19:40:48.402382;750;São Paulo;Claudio Bueno;Tenis Adidas;Mae Sims;feminino;credito
2025-01-18 21:37:45.648041;751;Lajeado;Adriano Soares;Tenis Adidas;Jill Tee;feminino;credito
2025-01-18 21:53:46.179126;752;Caxias do Sul;Mateus Kienzle;Tenis Nike;Grace England;feminino;credito
2025-01-18 23:50:46.446027;753;São Paulo;Cassia Moraes;Tenis NB;Glen Hardesty;masculino;boleto
2025-01-19 01:14:49.528957;754;Lajeado;Juliano Faccioni;Tenis Nike;Jessie Andrews;feminino;credito
2025-01-19 03:04:49.231284;755;Lajeado;Adriano Soares;Tenis Nike;Christopher Cloud;masculino;boleto
2025-01-19 22:29:49.525866;756;Florianópolis;Claudia dos Santos;Tenis Nike;Ida Pemberton;feminino;boleto
2025-01-20 02:23:49.491850;757;Porto Alegre;Luiza Cherobini;Tenis NB;Carol Labelle;feminino;credito
2025-01-20 02:32:45.794633;758;São Paulo;Cassia Moraes;Tenis NB;Brian Torres;masculino;credito
2025-01-20 16:39:45.300001;759;Caxias do Sul;Rodrigo Vanzeloti;Tenis Nike;Laura Gamble;feminino;boleto
2025-01-20 17:40:46.095157;760;Canoas;Luis Fernando;Tenis Fila;Wilmer Nettles;masculino;credito
2025-01-20 19:26:47.129685;761;Canoas;Luis Fernando;Tenis Nike;Shannon Samuel;feminino;credito
2025-01-20 20:07:46.935842;762;Lajeado;Juliano Faccioni;Tenis Adidas;Alma Woodring;feminino;credito
2025-01-20 20:16:47.966035;763;Porto Alegre;Rodrigo Tadewald;Tenis NB;Geraldine Macdonald;feminino;credito
2025-01-20 20:57:47.486977;764;São Paulo;Cassia Moraes;Tenis Adidas;Timothy Bowmer;masculino;credito
2025-01-20 21:08:47.750032;765;Florianópolis;Claudia dos Santos;Tenis Fila;Peter Poulin;masculino;pix
2025-01-20 21:22:47.920857;766;Lajeado;Juliano Faccioni;Tenis NB;James Wood;masculino;credito
2025-01-20 22:29:48.448754;767;Canoas;Carlos Henrique;Tenis Adidas;Joseph Chambers;masculino;credito
2025-01-21 00:37:48.804004;768;Lajeado;Adriano Soares;Tenis Nike;Robert Lohrenz;masculino;credito
2025-01-21 22:13:48.334226;769;Canoas;Luis Fernando;Tenis Fila;Leona Sullivan;feminino;credito
2025-01-21 22:27:45.695541;770;Lajeado;Juliano Faccioni;Tenis Adidas;Benny Lusane;masculino;credito
2025-01-22 00:29:49.500758;771;Porto Alegre;Luiza Cherobini;Tenis Adidas;James Frye;masculino;boleto
2025-01-22 00:38:46.432793;772;Porto Alegre;Rodrigo Tadewald;Tenis Nike;Janice Pretti;feminino;credito
2025-01-22 01:34:46.958636;773;Florianópolis;Mario Sérgio;Tenis Nike;Jose Fortier;masculino;credito
2025-01-22 01:51:47.173760;774;Florianópolis;Claudia dos Santos;Tenis Fila;Judy Ruiz;feminino;credito
2025-01-22 03:10:46.298099;775;Lajeado;Adriano Soares;Tenis NB;William Krafft;masculino;credito
2025-01-22 03:15:47.259950;776;São Paulo;Cassia Moraes;Tenis NB;Ryan Muir;masculino;credito
2025-01-22 18:37:48.729890;777;Canoas;Carlos Henrique;Tenis Adidas;Aileen Sloat;feminino;credito
2025-01-22 22:00:45.171991;778;Caxias do Sul;Mateus Kienzle;Tenis Nike;Jessica Horner;feminino;credito
2025-01-22 22:28:46.396071;779;Florianópolis;Claudia dos Santos;Tenis Fila;Agnes Moody;feminino;credito
2025-01-22 22:52:45.461277;780;Florianópolis;Mario Sérgio;Tenis Fila;Bradley Castro;masculino;pix
2025-01-23 02:40:48.636161;781;Porto Alegre;Rodrigo Tadewald;Tenis NB;Don Lauer;masculino;credito
2025-01-23 17:26:45.053901;782;Canoas;Carlos Henrique;Tenis Adidas;Tanya Cobbs;feminino;credito
2025-01-23 17:53:49.555257;783;Porto Alegre;Luiza Cherobini;Tenis Fila;Jeffrey Rabon;masculino;credito
2025-01-23 17:54:46.056321;784;São Paulo;Cassia Moraes;Tenis NB;Paul Williams;masculino;credito
2025-01-23 20:41:48.437823;785;Lajeado;Juliano Faccioni;Tenis NB;Kenneth Tracy;masculino;credito
2025-01-23 21:46:47.921133;786;Lajeado;Adriano Soares;Tenis Fila;Lillian Martinez;feminino;pix
2025-01-23 22:19:47.746389;787;Lajeado;Adriano Soares;Tenis NB;Randy Marcum;masculino;credito
2025-01-24 02:40:46.430759;788;Porto Alegre;Luiza Cherobini;Tenis Fila;Victoria Stockton;feminino;credito
2025-01-24 16:46:46.968056;789;Porto Alegre;Luiza Cherobini;Tenis Fila;Nancy Dear;feminino;pix
2025-01-24 19:55:47.938175;790;São Paulo;Claudio Bueno;Tenis Adidas;Grover Williams;masculino;boleto
2025-01-24 20:05:47.161588;791;Caxias do Sul;Mateus Kienzle;Tenis Adidas;Scott Evenson;masculino;boleto
2025-01-24 20:09:46.773581;792;São Paulo;Cassia Moraes;Tenis Adidas;Wilbert Hernandes;masculino;credito
2025-01-24 20:55:49.510669;793;Caxias do Sul;Mateus Kienzle;Tenis Fila;Jasmine Michael;feminino;credito
2025-01-24 21:29:45.145937;794;Porto Alegre;Rodrigo Tadewald;Tenis NB;Garrett Stelk;masculino;credito
2025-01-24 23:14:47.727254;795;São Paulo;Cassia Moraes;Tenis Nike;Autumn Chism;feminino;credito
2025-01-25 16:19:44.963000;796;Lajeado;Juliano Faccioni;Tenis NB;Seymour Watt;masculino;boleto
2025-01-25 17:44:48.733664;797;Caxias do Sul;Rodrigo Vanzeloti;Tenis NB;Alexandria Kilroy;feminino;pix
2025-01-25 18:31:45.823285;798;Lajeado;Adriano Soares;Tenis Nike;Shirley Johnson;feminino;credito
2025-01-25 18:46:45.816809;799;Canoas;Luis Fernando;Tenis Nike;Ralph Romero;masculino;credito
2025-01-25 18:57:48.386698;800;Florianópolis;Mario Sérgio;Tenis Adidas;Tracey Garcia;feminino;credito
2025-01-25 22:53:49.663826;801;Florianópolis;Mario Sérgio;Tenis Nike;Calvin Rodriquez;masculino;boleto
2025-01-26 00:14:47.957223;802;Porto Alegre;Rodrigo Tadewald;Tenis Nike;Paul Kowalski;masculino;credito
2025-01-26 01:06:48.589071;803;Caxias do Sul;Rodrigo Vanzeloti;Tenis NB;Gerald Alcala;masculino;credito
2025-01-26 01:57:49.043541;804;Caxias do Sul;Rodrigo Vanzeloti;Tenis NB;James Turner;masculino;credito
2025-01-26 19:59:47.958074;805;São Paulo;Claudio Bueno;Tenis Adidas;Manie Williams;feminino;boleto
2025-01-26 21:08:47.189597;806;Caxias do Sul;Rodrigo Vanzeloti;Tenis Adidas;Wesley Mccormick;masculino;credito
2025-01-27 01:07:45.619941;807;Florianópolis;Claudia dos Santos;Tenis Adidas;Linda Fishman;feminino;credito
2025-01-27 02:39:45.870264;808;Lajeado;Adriano Soares;Tenis NB;Jack Simpson;masculino;pix
2025-01-27 18:20:49.402347;809;Lajeado;Juliano Faccioni;Tenis Fila;James Panchik;feminino;credito
2025-01-27 20:27:47.484357;810;São Paulo;Cassia Moraes;Tenis NB;William Yates;masculino;credito
2025-01-27 21:02:47.964426;811;Lajeado;Juliano Faccioni;Tenis NB;Russell Puckett;masculino;credito
2025-01-27 21:27:47.021184;812;Florianópolis;Mario Sérgio;Tenis Nike;Ina Terry;feminino;credito
2025-01-27 22:18:49.271334;813;Lajeado;Juliano Faccioni;Tenis NB;Lawrence Paine;masculino;credito
2025-01-27 23:33:46.272960;814;Lajeado;Adriano Soares;Tenis NB;Brandon Anderson;masculino;boleto
2025-01-28 02:20:49.475684;815;Porto Alegre;Luiza Cherobini;Tenis NB;David Rodrequez;masculino;credito
2025-01-28 02:54:49.528806;816;São Paulo;Cassia Moraes;Tenis NB;Dorothy Fuller;feminino;credito
2025-01-28 16:55:48.565733;817;Florianópolis;Claudia dos Santos;Tenis Nike;Matthew Corsaut;masculino;credito
2025-01-28 18:32:47.893302;818;São Paulo;Cassia Moraes;Tenis Nike;Jamie Harre;feminino;boleto
2025-01-28 18:47:45.580627;819;Porto Alegre;Luiza Cherobini;Tenis NB;George Aponte;masculino;credito
2025-01-28 21:18:45.069038;820;Lajeado;Adriano Soares;Tenis Fila;Marcella Rodriguez;feminino;credito
2025-01-28 23:15:46.959452;821;Canoas;Carlos Henrique;Tenis NB;Steven Rivera;masculino;boleto
2025-01-28 23:57:45.991559;822;Canoas;Carlos Henrique;Tenis Fila;Stephanie Mather;feminino;credito
2025-01-29 01:39:45.073767;823;São Paulo;Claudio Bueno;Tenis NB;Marie Mestler;feminino;credito
2025-01-29 01:52:45.273303;824;São Paulo;Cassia Moraes;Tenis NB;Evangeline Hernandez;feminino;credito
2025-01-29 02:32:46.786721;825;Lajeado;Juliano Faccioni;Tenis Fila;Isaias Grisham;masculino;pix
2025-01-29 17:37:48.671190;826;Lajeado;Juliano Faccioni;Tenis Nike;Chris Lavin;masculino;credito
2025-01-29 18:17:49.601300;827;Florianópolis;Claudia dos Santos;Tenis NB;Michael Hudson;masculino;credito
2025-01-29 19:48:47.579421;828;Florianópolis;Claudia dos Santos;Tenis NB;Russell Perry;masculino;credito
2025-01-29 22:52:47.579537;829;Caxias do Sul;Mateus Kienzle;Tenis Adidas;Cheryl West;feminino;pix
2025-01-29 23:18:45.412336;830;São Paulo;Cassia Moraes;Tenis Fila;Nellie Wills;feminino;boleto
2025-01-30 01:24:46.990276;831;Porto Alegre;Luiza Cherobini;Tenis Fila;Pauline Milliren;feminino;credito
2025-01-30 16:20:49.191475;832;Porto Alegre;Luiza Cherobini;Tenis Nike;Aurora Miller;feminino;boleto
2025-01-30 17:06:48.385084;833;Caxias do Sul;Rodrigo Vanzeloti;Tenis Nike;Casey Lee;masculino;credito
2025-01-30 18:02:47.624854;834;São Paulo;Claudio Bueno;Tenis Adidas;Joseph Harless;masculino;credito
2025-01-30 18:08:45.046147;835;Porto Alegre;Rodrigo Tadewald;Tenis Nike;Robert Hughes;masculino;credito
2025-01-30 19:43:47.783555;836;Porto Alegre;Rodrigo Tadewald;Tenis NB;Christopher Renyer;masculino;boleto
2025-01-30 20:25:45.975422;837;Caxias do Sul;Rodrigo Vanzeloti;Tenis Adidas;Soon Grice;feminino;credito
2025-01-30 22:48:47.117149;838;Florianópolis;Claudia dos Santos;Tenis Adidas;Don Williams;masculino;credito
2025-01-30 23:42:48.549989;839;Canoas;Luis Fernando;Tenis Nike;Gary Lieber;masculino;credito
2025-01-31 00:09:45.756435;840;Canoas;Luis Fernando;Tenis NB;Misty Stidham;feminino;boleto
2025-01-31 00:32:45.283138;841;São Paulo;Claudio Bueno;Tenis NB;Timothy Simmerman;masculino;credito
2025-01-31 02:18:46.666051;842;Florianópolis;Mario Sérgio;Tenis Adidas;Martin Neyhart;masculino;boleto
2025-01-31 16:44:46.731289;843;Caxias do Sul;Rodrigo Vanzeloti;Tenis Fila;Bradley Welch;masculino;credito
2025-01-31 17:55:49.679331;844;São Paulo;Cassia Moraes;Tenis NB;Jose Sirmons;masculino;credito
2025-01-31 19:39:46.076287;845;Florianópolis;Mario Sérgio;Tenis NB;Lawrence Carreon;masculino;credito
2025-01-31 21:22:47.816645;846;Canoas;Luis Fernando;Tenis Nike;Eddie Hatfield;masculino;credito
2025-01-31 22:20:47.078888;847;Florianópolis;Mario Sérgio;Tenis Nike;Janice Maupin;feminino;credito
2025-01-31 23:46:44.964162;848;Porto Alegre;Rodrigo Tadewald;Tenis Fila;Karen Scott;feminino;credito
2025-02-01 01:06:48.029598;849;Lajeado;Adriano Soares;Tenis NB;Brandon Hunter;masculino;credito
2025-02-01 02:09:45.256515;850;Porto Alegre;Luiza Cherobini;Tenis Nike;Jean Gurule;feminino;credito
2025-02-01 18:52:46.095019;851;Canoas;Luis Fernando;Tenis Nike;Mike Martin;masculino;credito
2025-02-01 19:13:47.049166;852;Lajeado;Adriano Soares;Tenis Adidas;Joyce Cross;feminino;credito
2025-02-01 19:33:48.605156;853;Florianópolis;Claudia dos Santos;Tenis NB;Thomas Coss;masculino;credito
2025-02-01 19:48:49.269569;854;Caxias do Sul;Rodrigo Vanzeloti;Tenis NB;Santos Miller;masculino;credito
2025-02-01 20:33:49.601541;855;Canoas;Luis Fernando;Tenis NB;Robert Cali;masculino;boleto
2025-02-02 02:37:45.263157;856;Porto Alegre;Rodrigo Tadewald;Tenis Nike;Michaela Hoffman;feminino;credito
2025-02-02 03:00:46.766180;857;Canoas;Luis Fernando;Tenis Adidas;Debbie Rapp;feminino;credito
2025-02-02 20:30:47.675489;858;Porto Alegre;Luiza Cherobini;Tenis Nike;Charles Gaitor;masculino;credito
2025-02-02 20:59:49.265715;859;Porto Alegre;Rodrigo Tadewald;Tenis Nike;Richard Wofford;masculino;credito
2025-02-02 21:53:46.033463;860;Canoas;Luis Fernando;Tenis Fila;Antoine Paterniti;masculino;credito
2025-02-02 22:09:45.269147;861;Canoas;Carlos Henrique;Tenis Fila;Marsha Martinez;feminino;credito
2025-02-02 22:43:47.206046;862;Lajeado;Adriano Soares;Tenis Nike;Matilda Randall;feminino;pix
2025-02-02 23:25:46.309927;863;Porto Alegre;Luiza Cherobini;Tenis Adidas;Samuel Tamayo;masculino;credito
2025-02-02 23:41:46.096248;864;São Paulo;Claudio Bueno;Tenis Fila;April Robuck;feminino;credito
2025-02-03 02:08:49.729163;865;São Paulo;Claudio Bueno;Tenis Nike;William Patterson;masculino;credito
2025-02-03 02:20:45.795364;866;Caxias do Sul;Rodrigo Vanzeloti;Tenis Fila;Fred Rigney;masculino;credito
2025-02-03 17:52:45.730114;867;Porto Alegre;Rodrigo Tadewald;Tenis Fila;Joann Smith;feminino;credito
2025-02-03 17:56:45.514507;868;Canoas;Luis Fernando;Tenis NB;Katherine Findley;feminino;pix
2025-02-03 18:58:48.675007;869;Lajeado;Adriano Soares;Tenis Nike;Everett Francis;masculino;credito
2025-02-03 22:46:46.618332;870;Caxias do Sul;Rodrigo Vanzeloti;Tenis NB;Lillian Fowler;feminino;credito
2025-02-03 22:51:47.965132;871;Canoas;Luis Fernando;Tenis Nike;Devon Morris;masculino;credito
2025-02-03 23:06:46.236464;872;Florianópolis;Claudia dos Santos;Tenis Nike;Jeff Straka;masculino;credito
2025-02-04 02:09:45.223681;873;Lajeado;Adriano Soares;Tenis Nike;Amber Bradshaw;feminino;credito
2025-02-04 02:44:49.612197;874;Florianópolis;Mario Sérgio;Tenis Nike;Richard Dolan;masculino;credito
2025-02-04 16:42:45.097181;875;São Paulo;Claudio Bueno;Tenis Nike;Alice Glenn;feminino;credito
2025-02-04 18:26:45.603627;876;Porto Alegre;Rodrigo Tadewald;Tenis Fila;Nathan Davis;masculino;credito
2025-02-04 19:04:46.196161;877;Porto Alegre;Luiza Cherobini;Tenis Adidas;Andrew Catchings;masculino;credito
2025-02-04 22:15:46.311282;878;Lajeado;Juliano Faccioni;Tenis Fila;Renita Jeffery;feminino;credito
2025-02-04 23:27:45.993313;879;São Paulo;Claudio Bueno;Tenis Adidas;Julio Beach;masculino;pix
2025-02-05 00:44:48.402219;880;Porto Alegre;Rodrigo Tadewald;Tenis Fila;Marguerite Smith;feminino;credito
2025-02-05 16:59:48.931437;881;Caxias do Sul;Rodrigo Vanzeloti;Tenis Nike;Debbie Conrad;feminino;boleto
2025-02-05 18:27:47.581851;882;São Paulo;Claudio Bueno;Tenis Fila;Tami Jarrell;feminino;credito
2025-02-05 19:58:47.394253;883;Porto Alegre;Rodrigo Tadewald;Tenis Nike;May Givens;feminino;credito
2025-02-05 22:31:45.060807;884;Canoas;Luis Fernando;Tenis Nike;Maria Schulz;feminino;credito
2025-02-06 00:41:49.664206;885;Canoas;Luis Fernando;Tenis Fila;Troy Simmering;masculino;credito
2025-02-06 02:46:49.043247;886;São Paulo;Claudio Bueno;Tenis Fila;Haley Cole;feminino;credito
2025-02-06 02:52:49.329120;887;Florianópolis;Claudia dos Santos;Tenis NB;Myrtle Allard;feminino;credito
2025-02-06 20:06:48.978586;888;Lajeado;Adriano Soares;Tenis Nike;Richard Capizzi;masculino;credito
2025-02-06 20:43:45.300314;889;São Paulo;Claudio Bueno;Tenis Nike;Matthew Williams;masculino;credito
2025-02-06 23:37:47.505844;890;Florianópolis;Mario Sérgio;Tenis Fila;Marilyn Andrews;feminino;credito
2025-02-07 00:56:48.813241;891;Lajeado;Juliano Faccioni;Tenis NB;Rickey White;masculino;credito
2025-02-07 16:42:48.457782;892;Lajeado;Juliano Faccioni;Tenis Adidas;Etta Brooks;feminino;credito
2025-02-07 20:55:49.344746;893;Caxias do Sul;Rodrigo Vanzeloti;Tenis NB;Michael Amorin;masculino;credito
2025-02-07 23:19:47.938475;894;São Paulo;Cassia Moraes;Tenis Adidas;Julie Brown;feminino;credito
2025-02-08 00:27:47.504040;895;São Paulo;Claudio Bueno;Tenis Nike;Bruce Nolte;masculino;credito
2025-02-08 02:04:49.644121;896;Lajeado;Juliano Faccioni;Tenis Adidas;Kevin Helton;masculino;credito
2025-02-08 16:42:46.926803;897;São Paulo;Cassia Moraes;Tenis Fila;Valentin Kornegay;masculino;credito
2025-02-08 16:53:49.294878;898;Lajeado;Adriano Soares;Tenis Fila;Rosie Ingersoll;feminino;pix
2025-02-08 21:38:48.825519;899;Porto Alegre;Luiza Cherobini;Tenis Adidas;Roberta Farmer;feminino;pix
2025-02-08 21:41:46.969787;900;Porto Alegre;Rodrigo Tadewald;Tenis Fila;Leroy Surano;masculino;credito
2025-02-08 23:13:47.496275;901;São Paulo;Cassia Moraes;Tenis Fila;Valentin Pardini;masculino;pix
2025-02-09 16:50:47.815605;902;São Paulo;Claudio Bueno;Tenis Fila;Amanda Blair;feminino;boleto
2025-02-09 16:53:46.540038;903;Canoas;Carlos Henrique;Tenis Adidas;Kenneth Pittenger;masculino;credito
2025-02-09 17:51:49.548701;904;São Paulo;Cassia Moraes;Tenis Fila;Lynn Helbling;feminino;credito
2025-02-09 18:50:47.593050;905;Lajeado;Juliano Faccioni;Tenis NB;Glenda Aguilar;feminino;credito
2025-02-09 20:38:49.168791;906;Florianópolis;Claudia dos Santos;Tenis Nike;Corey Kisner;masculino;credito
2025-02-09 22:10:46.783909;907;Caxias do Sul;Rodrigo Vanzeloti;Tenis Adidas;Sharie Bratton;feminino;credito
2025-02-09 22:21:48.815399;908;Canoas;Carlos Henrique;Tenis Adidas;Miranda Cooper;feminino;credito
2025-02-09 23:12:47.341584;909;Porto Alegre;Luiza Cherobini;Tenis Adidas;Tommy Vargas;masculino;credito
2025-02-10 00:34:47.748675;910;Porto Alegre;Luiza Cherobini;Tenis Adidas;Mildred Eden;feminino;boleto
2025-02-10 01:14:47.460678;911;Caxias do Sul;Mateus Kienzle;Tenis Nike;Kathy Soto;feminino;credito
2025-02-10 01:35:49.395645;912;Canoas;Carlos Henrique;Tenis NB;Pedro Schreckengost;masculino;boleto
2025-02-10 18:27:47.924304;913;Lajeado;Adriano Soares;Tenis Nike;Brian Bright;masculino;credito
2025-02-10 18:32:46.310901;914;São Paulo;Cassia Moraes;Tenis NB;Patricia Lilly;feminino;pix
2025-02-10 18:39:46.766977;915;Florianópolis;Claudia dos Santos;Tenis Nike;Mary Salamone;feminino;credito
2025-02-10 20:17:47.746150;916;Porto Alegre;Luiza Cherobini;Tenis Nike;Marcus Conley;masculino;credito
2025-02-10 20:50:47.966594;917;Caxias do Sul;Rodrigo Vanzeloti;Tenis NB;James Hudson;masculino;credito
2025-02-10 22:19:47.326044;918;São Paulo;Cassia Moraes;Tenis Adidas;Cora Allman;feminino;credito
2025-02-10 22:36:49.662436;919;Canoas;Carlos Henrique;Tenis Nike;Jesse Anderson;masculino;credito
2025-02-10 23:16:45.816967;920;Lajeado;Juliano Faccioni;Tenis Nike;Joyce Long;feminino;credito
2025-02-11 00:13:49.355674;921;Florianópolis;Mario Sérgio;Tenis Adidas;Carl Pafford;feminino;credito
2025-02-11 00:18:49.420884;922;Caxias do Sul;Mateus Kienzle;Tenis Fila;Manuel Chapman;masculino;pix
2025-02-11 01:20:49.213712;923;Porto Alegre;Rodrigo Tadewald;Tenis Nike;Scott Noya;masculino;credito
2025-02-11 01:51:47.925907;924;Lajeado;Juliano Faccioni;Tenis Adidas;Charles Hilton;masculino;credito
2025-02-11 17:39:46.775192;925;Canoas;Carlos Henrique;Tenis Nike;Ellen Young;feminino;credito
2025-02-11 18:14:46.929575;926;Caxias do Sul;Mateus Kienzle;Tenis Fila;Erlinda Wolford;feminino;credito
2025-02-11 18:40:46.848723;927;Caxias do Sul;Mateus Kienzle;Tenis NB;Denise Aguirre;feminino;credito
2025-02-11 20:18:46.354631;928;Florianópolis;Claudia dos Santos;Tenis Adidas;Mary Hagee;feminino;boleto
2025-02-11 20:36:45.220862;929;Caxias do Sul;Mateus Kienzle;Tenis Fila;Justin Veasey;masculino;credito
2025-02-11 20:42:49.003121;930;São Paulo;Cassia Moraes;Tenis Nike;William White;masculino;credito
2025-02-11 21:04:45.908190;931;Canoas;Carlos Henrique;Tenis Adidas;Barbara Anderson;feminino;credito
2025-02-11 21:31:49.271064;932;Canoas;Luis Fernando;Tenis Nike;Ingrid Mcdaniel;feminino;credito
2025-02-11 21:46:45.684836;933;Canoas;Luis Fernando;Tenis Fila;Sheila Corporan;feminino;credito
2025-02-11 22:23:45.659765;934;Caxias do Sul;Rodrigo Vanzeloti;Tenis Fila;Richard Austin;masculino;credito
2025-02-11 22:28:47.986971;935;São Paulo;Claudio Bueno;Tenis Nike;Kathleen Armbruster;feminino;pix
2025-02-11 23:58:46.930613;936;Canoas;Carlos Henrique;Tenis Adidas;Leon Johnson;masculino;boleto
2025-02-12 01:19:49.312203;937;São Paulo;Cassia Moraes;Tenis Fila;Betty Lancaster;feminino;credito
2025-02-12 19:28:44.980070;938;Porto Alegre;Luiza Cherobini;Tenis NB;Jeffrey Johnson;masculino;credito
2025-02-12 21:42:49.437850;939;Lajeado;Adriano Soares;Tenis NB;Jennifer Williams;feminino;credito
2025-02-12 21:49:48.725646;940;São Paulo;Claudio Bueno;Tenis NB;Elidia Barnett;feminino;credito
2025-02-12 23:20:45.357937;941;Florianópolis;Mario Sérgio;Tenis NB;Jonathan Hail;masculino;boleto
2025-02-13 01:02:46.124207;942;Lajeado;Adriano Soares;Tenis Fila;Emma Landry;feminino;credito
2025-02-13 01:54:45.287303;943;São Paulo;Claudio Bueno;Tenis Adidas;Michelle Dorsey;feminino;credito
2025-02-13 02:10:49.280006;944;Caxias do Sul;Mateus Kienzle;Tenis Fila;Darren Davis;masculino;credito
2025-02-13 16:49:47.732586;945;São Paulo;Claudio Bueno;Tenis Fila;Anita Sorrentino;feminino;credito
2025-02-13 17:26:45.563087;946;Lajeado;Juliano Faccioni;Tenis Nike;Kenneth Nesslein;masculino;credito
2025-02-13 17:43:46.775319;947;Porto Alegre;Rodrigo Tadewald;Tenis Nike;Emily Lillard;feminino;credito
2025-02-13 18:57:46.731536;948;Florianópolis;Claudia dos Santos;Tenis Adidas;Henry Stafford;masculino;boleto
2025-02-13 21:26:47.974684;949;Florianópolis;Mario Sérgio;Tenis Nike;Javier Karim;masculino;credito
2025-02-13 22:54:48.523747;950;Porto Alegre;Rodrigo Tadewald;Tenis Adidas;Michael Pale;masculino;boleto
2025-02-13 23:40:48.251001;951;Caxias do Sul;Rodrigo Vanzeloti;Tenis Fila;Frederick Hall;masculino;credito
2025-02-13 23:57:48.802984;952;Florianópolis;Mario Sérgio;Tenis Fila;Julia Dickson;feminino;credito
2025-02-14 01:35:47.750772;953;Canoas;Carlos Henrique;Tenis Adidas;Earl Dutton;masculino;credito
2025-02-14 19:02:45.542143;954;Caxias do Sul;Mateus Kienzle;Tenis NB;Samuel Williams;masculino;boleto
2025-02-14 19:32:49.130311;955;São Paulo;Cassia Moraes;Tenis Adidas;Angela Steinharter;feminino;credito
2025-02-14 21:01:47.731683;956;São Paulo;Claudio Bueno;Tenis Fila;Ray Pride;masculino;credito
